# ==============================================================================
# List	of	protein-ligand	known
# 17679	protein-ligand	complexes	sorted
# Latest	update:	Dec
# PDB code,	-logKd/Ki,	Kd/Ki,	name
# ==============================================================================
1zp5	2.92	IC50=1200uM	(2NI)
2aa9	2.92	IC50=1.2mM	(SKM)
2aay	2.92	IC50=1.2mM	(SKM)
2fkf	2.92	Kd=1.2mM	(G16)
2fw6	2.92	Kd=1.2mM	(CIT)
2fwp	2.92	Kd=1.2mM	(CIT)
2kfg	2.92	Kd=1.2mM	(12-mer)
3alt	2.92	Kd=1.19mM	(MLB)
3iaf	2.92	Ki=1.2mM	(TPP)
3k8c	2.92	Ki=1.2mM	(RES)
4ai5	2.92	Kd=1.2mM	(ADK)
4ef6	2.92	Kd=1.2mM	(I2E)
4lm3	2.92	Ki=1200uM	(9ZE)
4u4s	2.92	Kd=1200uM	(3C1)
4x14	2.92	Kd=1.2mM	(4-mer)
4y2q	2.92	Kd=1200uM	(49N)
4zki	2.92	Kd=1195uM	(ADP)
5c0k	2.92	IC50=1200uM	(4WK)
5ct2	2.92	Kd=1.2mM	(CXS)
5x4m	2.92	Kd=1200uM	(7ZF)
6fv4	2.92	Kd=1.2mM	(16G)
1tng	2.93	Ki=1.17mM	(AMC)
3ftv	2.93	IC50=1167uM	(11X)
4zv2	2.93	Kd=1170uM	(GLN)
1p6d	2.94	Ki=1.15mM	(3PC)
2vmc	2.94	Kd=1.15mM	(NGA)
4y62	2.95	IC50=1133uM	(48E)
1f4e	2.96	Ki=1.1mM	(TPR)
1w1t	2.96	IC50=1.1mM	(CHQ)
1ykp	2.96	Kd=1100uM	(DHB)
2br6	2.96	Ki=1.10mM	(HSL)
2kdh	2.96	Kd=1.1mM	(KDH)
2w8j	2.96	Kd=1.1mM	(PLS)
3g34	2.96	Ki=1.1mM	(1CE)
3imc	2.96	Kd=1100uM	(BZ3)
3img	2.96	Kd=1.1mM	(BZ3)
4bgy	2.96	Kd=1.1mM	(3-mer)
4dst	2.96	Kd=1.1mM	(9LI)
4k3l	2.96	IC50=1.1mM	(2-mer)
4mrg	2.96	Kd=1.1mM	(24W)
4owm	2.96	Ki=1090uM	(3F0)
5fng	2.96	Kd=1105uM	(YIE)
2hw2	2.97	Ki=1.07mM	(RFP)
4ceb	2.97	Kd=1080uM	(ZSV)
5flq	2.97	Kd=1080uM	(IO2)
2rnw	2.98	Kd=1051uM	(15-mer)
3ckb	2.98	Kd=1.04mM	(MLR)
3djq	2.98	Ki=1046.4uM	(UDP)
4ibc	2.98	Kd=1049uM	(12G)
5aba	2.98	Kd=1040uM	(UL7)
5aqu	2.98	Kd=1.04mM	(UX0)
3ump	2.99	Ki=1026uM	(ATP)
4a4g	2.99	Kd=1.025mM	(DA2)
4bps	2.99	Ki=1.02mM	(3EB)
1ecq	3.00	Ki=1.0mM	(DXG)
1hqg	3.00	Ki=1.0mM	(ORN)
1mcz	3.00	Ki=1mM	(RMN)
1ux7	3.00	Kd=1mM	(3-mer)
1w7h	3.00	IC50>1mM	(3IP)
1wbg	3.00	IC50=1mM	(L03)
1wbo	3.00	IC50>1mM	(2CH)
1ws4	3.00	Kd=1.00mM	(GYP)
1yc5	3.00	IC50=1.0mM	(NCA)
1z9h	3.00	IC50=1mM	(IMN)
1zm7	3.00	IC50>1000uM	(TTP)
2f1b	3.00	IC50=1000uM	(GB3)
2h2e	3.00	Kd>1000uM	(SA8)
2q8h	3.00	Kd=1mM	(TF4)
2r0y	3.00	Kd=1mM	(13-mer)
2rka	3.00	Ki=1mM	(PGA)
2v3u	3.00	Kd=1mM	(DSN)
2vin	3.00	IC50=1mM	(505)
2vtm	3.00	IC50=1mM	(LZM)
2wa3	3.00	IC50=1mM	(A29)
2xgm	3.00	Kd=1mM	(LXN)
2xgo	3.00	Kd=1mM	(ZKD)
2xp3	3.00	IC50>1000uM	(B21)
2ych	3.00	Kd<1mM	(ATP)
3ap7	3.00	Kd=0.99mM	(3-mer)
3d9o	3.00	Kd=1mM	(14-mer)
3eka	3.00	IC50=1mM	(ASC)
3grj	3.00	Ki=1mM	(G14)
3ime	3.00	Kd=1000uM	(BZ2)
3nf8	3.00	IC50>1000uM	(CDQ)
3nk8	3.00	Kd>1mM	(JKZ)
3ob0	3.00	IC50~1mM	(2M6)
4b2i	3.00	Kd=1.0mM	(LZ1)
4fe9	3.00	Kd=990.1uM	(MTT)
4k0o	3.00	Kd=1mM	(NAG-MBG)
4k5z	3.00	IC50>1000uM	(1P7)
4k64	3.00	Kd>1mM	(3-mer)
4k72	3.00	Ki>1000uM	(10-mer)
4l51	3.00	Kd=995uM	(HSX)
4l5j	3.00	Kd~1mM	(HSX)
4lkh	3.00	Kd>1.0mM	(SIA-NAG)
4llk	3.00	Ki=990uM	(MEW)
4m5r	3.00	IC50=1000uM	(MSR)
4o7d	3.00	IC50~1mM	(ONL)
4oyp	3.00	IC50>1000uM	(BZ2)
4oz2	3.00	IC50>1000uM	(1Z6)
4r3w	3.00	Ki=1.0mM	(A2P)
4txs	3.00	Kd=1.01mM	(3AQ)
4u0w	3.00	Kd=1mM	(16G)
4wh9	3.00	IC50=1mM	(3M8)
5a5o	3.00	IC50>1mM	(J5I)
5aqr	3.00	Kd=1mM	(N8Y)
5c7b	3.00	IC50=1mM	(4YD)
5ehw	3.00	Kd=1005uM	(5OO)
5fnq	3.00	IC50>1000uM	(S0W)
5jah	3.00	IC50>1mM	(6HQ)
5l97	3.00	IC50>1000uM	(6RW)
5lz2	3.00	IC50~1mM	(7BX)
5tpc	3.00	Kd=1.0mM	(6-mer)
5u66	3.00	Kd~1mM	(15-mer)
5ye8	3.00	IC50~1mM	(8U3)
6fh6	3.00	IC50>1000uM	(D8Q)
6fh7	3.00	IC50>1000uM	(EN2)
6ftz	3.00	Kd=1000uM	(E7E)
6gjy	3.00	Kd>1000uM	(F1Z)
1g42	3.01	Ki=0.97mM	(CP2)
1utm	3.01	Kd=0.972mM	(PEA)
4g0p	3.01	Kd=0.98mM	(U5P)
5jan	3.01	Kd=980uM	(6HP)
2vmd	3.02	Kd=0.95mM	(MBG)
3dc2	3.02	Ki=950uM	(TLA)
3fuk	3.02	IC50=966uM	(58Z)
4q81	3.02	Ki=950uM	(7MH)
4xm8	3.02	IC50=950uM	(41T)
5z4h	3.02	IC50=0.95mM	(A8K)
6f6n	3.02	Kd=0.95mM	(SRE)
1ogd	3.03	Kd=0.93mM	(RIP)
1ws5	3.03	Kd=0.926mM	(MAM)
2ggu	3.03	IC50=0.94mM	(MLR)
2ha3	3.03	Kd=930uM	(CHT)
3adv	3.03	Kd=933uM	(SRO)
3esj	3.03	Kd=0.925mM	(CC7)
4lm2	3.03	Ki=940uM	(8ZE)
4qp2	3.03	Kd=940uM	(36R)
5aoi	3.03	Kd=940uM	(RZH)
1rtf	3.04	Ki=910uM	(BEN)
2pcu	3.04	IC50=910uM	(5-mer)
3ay0	3.04	Kd=910uM	(ADN)
3t08	3.04	Ki=0.91mM	(IPT)
3t1m	3.04	Kd=0.91mM	(DQT)
3zvv	3.04	IC50=915uM	(XAZ)
4i7k	3.04	Kd=905uM	(MBN)
4lm4	3.04	Ki=910uM	(JPZ)
5fls	3.04	Kd=905uM	(6ZX)
1f74	3.05	Ki=0.9mM	(NAY)
1gvk	3.05	Ki=0.89mM	(4-mer)
1gzg	3.05	IC50=0.9mM	(LAF)
1o41	3.05	IC50=0.9mM	(300)
1pum	3.05	IC50=0.9mM	(GLB)
1uj5	3.05	Ki=0.89mM	(5RP)
1uj6	3.05	Ki=0.89mM	(A5P)
2ohl	3.05	Kd=900uM	(2AQ)
2vcw	3.05	IC50=890uM	(ZZA)
4g5f	3.05	Kd=0.9mM	(0JD)
4guj	3.05	Kd=0.9mM	(SKM)
4u5v	3.05	Kd=0.9mM	(RH2)
5abe	3.05	Ki=890uM	(XQO)
5ort	3.05	Kd=894uM	(A5Z)
2jfh	3.06	Ki=870uM	(LK1)
2ksa	3.06	Ki=871uM	(11-mer)
3atm	3.06	IC50=873uM	(TSS)
3hw1	3.06	IC50=0.87mM	(EV2)
3rxi	3.06	IC50=873uM	(TSS)
3rxj	3.06	IC50=873uM	(GBS)
4csy	3.06	Kd=878uM	(SIA-MAG-GAL-FUC)
4nyi	3.06	Kd=868uM	(2PX)
1rnm	3.07	Ki=844.2uM	(C5P)
1s26	3.07	Ki=0.85mM	(APC)
3mof	3.07	Ki=860uM	(OXL)
4yrs	3.07	IC50=0.85mM	(4JS)
1hiy	3.08	Kd=0.83mM	(3AN)
1y1z	3.08	Ki=0.831mM	(192)
4yv1	3.08	IC50=830uM	(4K2)
5ehv	3.08	Kd=826uM	(5ON)
6ew6	3.08	Kd>829uM	(C0H)
1mdl	3.09	Ki=810uM	(RMN)
1ugw	3.09	Kd=0.82mM	(GAL)
4eh5	3.09	IC50=818uM	(0OM)
1a5v	3.10	IC50=800uM	(_Y3)
1af2	3.10	Ki=0.8mM	(__U)
1ec9	3.10	Ki=0.8mM	(XYH)
1pu7	3.10	Ki=0.8mM	(39A)
1pu8	3.10	Ki=0.8mM	(EA1)
1swi	3.10	Kd=800uM	(BNZ)
2xdl	3.10	Kd=790uM	(2DL)
3buf	3.10	Kd=800uM	(AEG)
3f78	3.10	Kd=800uM	(ICF)
3mo8	3.10	Kd=0.8mM	(12-mer)
4cjr	3.10	Kd=793uM	(FYM)
4j79	3.10	Kd>800uM	(6-mer)
4kz6	3.10	Ki=0.8mM	(ZB6)
4pl6	3.10	Kd=0.8mM	(11-mer)
4pxf	3.10	Kd=0.8mM	(11-mer)
4y2j	3.10	IC50=800uM	(49G)
4y64	3.10	Ki=790uM	(48C)
5aqq	3.10	Kd=0.8mM	(BBW)
5cr7	3.10	Ki=0.79mM	(5WO)
5eh8	3.10	Kd=791uM	(5O6)
5ggo	3.10	Kd=0.8mM	(2-mer)
5lzg	3.10	IC50~0.8mM	(7BN)
5lzh	3.10	IC50~0.8mM	(7BN)
5orw	3.10	Kd=796uM	(A6E)
1k2i	3.11	IC50=0.78mM	(SN1)
1uod	3.11	Kd=0.78mM	(G3H)
2ay6	3.11	Kd=0.78mM	(3IB)
2lto	3.11	Kd=770uM	(13-mer)
2lwi	3.11	Ki=773uM	(KOB)
3c2r	3.11	Kd=0.78mM	(PHT)
3msj	3.11	IC50=770uM	(EV3)
4aj1	3.11	Kd=770uM	(AJ1)
4ajk	3.11	Kd=770uM	(88S)
4d52	3.11	Kd=775uM	(GIV)
4gbz	3.11	Kd=0.77mM	(BGC)
4wf4	3.11	Kd=777uM	(WF4)
5enb	3.11	IC50=0.78mM	(5Q5)
1h9l	3.12	Ki=0.76mM	(5-mer)
2ksb	3.12	Ki=754uM	(11-mer)
4bt3	3.12	Ki=0.76mM	(WTZ)
4cgi	3.12	Kd=752uM	(NZL)
4uct	3.12	IC50=767uM	(5U1)
5ey4	3.12	Kd=750uM	(DTP)
1ax0	3.13	Kd=0.746mM	(A2G)
3kac	3.13	IC50=740uM	(4BX)
5c5t	3.13	Kd=746uM	(AKG)
2f1a	3.14	IC50=720uM	(GB2)
2ya7	3.14	Ki=0.72mM	(ZMR)
3odk	3.14	IC50=720uM	(ODK)
4b34	3.14	Kd=0.73mM	(ABV)
6cea	3.14	Kd>720uM	(EYY)
1e6q	3.15	Ki=0.7mM	(NTZ)
1eei	3.15	IC50=0.7mM	(GAA)
1k9q	3.15	Kd=700uM	(5-mer)
1noi	3.15	Ki=700uM	(NTZ)
1noj	3.15	Ki=700uM	(NTZ)
1nok	3.15	Ki=700uM	(NTZ)
1rin	3.15	Kd=0.7mM	(MAN)
2fr8	3.15	Kd=700uM	(NAD)
2p8n	3.15	Kd=0.7mM	(ADE)
3cgy	3.15	Kd=715uM	(RDC)
3e73	3.15	Kd=0.7mM	(GSH)
4de5	3.15	Kd=0.7mM	(0JD)
4fzj	3.15	Kd=0.7mM	(0W1)
4lw1	3.15	Kd=710uM	(1XS)
4x0z	3.15	Kd=0.7mM	(4-mer)
5e5g	3.15	Kd=700uM	(DTR)
5flo	3.15	Kd=709uM	(J4K)
5fnf	3.15	Kd=700uM	(TQL)
2ymd	3.16	Kd=693uM	(SRO)
3ad8	3.16	Kd=0.69mM	(PYC)
3ecn	3.16	IC50=698uM	(IBM)
3f34	3.16	Kd=0.69mM	(DIE)
3f35	3.16	Kd=0.69mM	(DIE)
3kpu	3.16	Kd=690uM	(ES1)
3lk0	3.16	Kd=696.9uM	(Z80)
4eh2	3.16	IC50=692uM	(0OK)
4pli	3.16	Kd=0.69mM	(11-mer)
5n1x	3.16	Kd=689uM	(8HH)
4hnc	3.17	Ki=0.67mM	(0UT)
4uce	3.17	Kd=680uM	(MZS)
4x3i	3.17	Ki=671uM	(7-mer)
5fot	3.17	Kd=680uM	(6-mer)
5fox	3.17	Kd=675uM	(6-mer)
5ose	3.17	Kd=681uM	(A98)
6cv8	3.17	Kd=0.68mM	(I3P)
1b9s	3.18	IC50>667uM	(FDI)
1lbk	3.18	Kd=668uM	(GSH)
1ro7	3.18	Ki=657uM	(CSF)
2wik	3.18	Kd=660uM	(TC5)
3at1	3.18	Ki=0.66mM	(PCT)
3bug	3.18	Kd=660uM	(AEH)
3kid	3.18	Ki=656uM	(2BS)
1o6i	3.19	Ki=0.65mM	(0HZ)
2zdx	3.19	IC50=648uM	(P4A)
3dxh	3.19	Ki=0.65mM	(UDP)
3g1v	3.19	Ki=645uM	(5FU)
4gzx	3.19	Kd=645uM	(2-mer)
4mlx	3.19	Ki=0.65mM	(TM7)
6f6i	3.19	Kd=0.65mM	(8PR)
1axz	3.20	Kd=0.637mM	(GAL)
2nd0	3.20	Kd=635uM	(19-mer)
2w0x	3.20	IC50=625uM	(PD2)
2wij	3.20	Kd=630uM	(TN7)
3kab	3.20	IC50=630uM	(4BL)
4nrm	3.20	IC50=627.9uM	(FLC)
5cs6	3.20	Kd=630uM	(K82)
5d9p	3.20	Kd=0.63mM	(NBG)
5flp	3.20	Kd=631uM	(6J5)
5ijr	3.20	Kd=637uM	(HRG)
1s5z	3.21	Kd=0.62mM	(SON)
3fty	3.21	IC50=619uM	(3IP)
5mwo	3.21	IC50=610uM	(J6W)
5osd	3.21	Kd=619uM	(A9B)
6tim	3.21	Ki=0.61mM	(G3P)
1br6	3.22	Ki=0.6mM	(PT1)
1e6s	3.22	Ki=0.6mM	(GOX)
1e72	3.22	Ki=0.6mM	(GOX)
1evh	3.22	Kd=602uM	(7-mer)
1ew9	3.22	Ki=0.6mM	(MMQ)
1k1y	3.22	Ki=0.6mM	(ACR)
1q5l	3.22	Kd=600uM	(7-mer)
1qwu	3.22	Ki=0.6mM	(GUL)
1tog	3.22	Kd=0.6mM	(HCI)
1x6u	3.22	Ki=0.6mM	(DO8)
1zc9	3.22	Kd=0.6mM	(PMP)
2bv4	3.22	IC50=600uM	(MMA)
2ri9	3.22	Ki=0.6mM	(LDY)
2uy3	3.22	Ki=600uM	(H33)
3aru	3.22	Kd=600uM	(PNX)
3i8t	3.22	Kd=600uM	(LBT)
4n5d	3.22	Kd=607uM	(2FQ)
4tyl	3.22	Kd=600uM	(39O)
4wn0	3.22	IC50=0.6mM	(G3P)
5n1y	3.22	Kd~600uM	(10-mer)
5ou2	3.22	Ki=609uM	(36Y)
5y79	3.22	Ki=0.6mM	(3PG)
1px4	3.23	Ki=0.59mM	(IPT)
2gmk	3.23	Ki=590uM	(AMP)
3zsy	3.23	Kd=595uM	(OM3)
4kc4	3.23	IC50=584uM	(WS3)
4lm1	3.23	Ki=590uM	(7ZE)
4unp	3.23	Kd=590uM	(TXW)
5ene	3.23	IC50=0.59mM	(5Q8)
5qay	3.23	Kd=590uM	(X6P)
2r8q	3.24	IC50=580uM	(IBM)
3qfz	3.24	Ki=570uM	(NOJ-SO4)
4b2l	3.24	Kd=0.57mM	(TR7)
4k60	3.24	IC50=570uM	(1P8)
4luo	3.24	Kd=580uM	(1DZ)
4qlk	3.24	Ki=0.57mM	(CTT)
4y2u	3.24	IC50=580uM	(49R)
5o0a	3.24	Kd=0.58mM	(9FH)
6er3	3.24	Kd=0.57mM	(2-mer)
6g9b	3.24	Kd=582uM	(IXX)
1v2j	3.25	Ki=566uM	(BEN)
2ndo	3.25	Kd=565uM	(SFQ)
3ta1	3.25	Kd=568uM	(ADP)
4lm0	3.25	Ki=560uM	(5NI)
4zij	3.25	Kd=565uM	(SFQ)
5oxl	3.25	Kd=0.56mM	(2-mer)
1l5s	3.26	Kd=550uM	(URC)
3t1l	3.26	Kd=0.55mM	(MQT)
4egh	3.26	IC50=550uM	(0OY)
4k66	3.26	Kd=554uM	(4-mer)
4wkt	3.26	Ki=0.55mM	(BUB)
5yas	3.26	Ki=0.55mM	(FAC)
1axr	3.27	Ki=540uM	(HTP)
3ioe	3.27	Kd=540uM	(A7D)
4jbl	3.27	Kd=0.54mM	(MET)
5jzs	3.27	IC50=0.54mM	(FGZ)
5kdf	3.27	IC50=540uM	(6RU)
1bcu	3.28	Kd=0.53mM	(PRL)
1g9t	3.28	Ki=526uM	(5GP)
1x07	3.28	Kd=520uM	(IPE)
2xgs	3.28	Kd=0.530mM	(44P)
3d52	3.28	Ki=520uM	(GHR)
3ms4	3.28	IC50=524.3uM	(21N)
3tfu	3.28	Ki=520uM	(PL8)
3zsx	3.28	Kd=519uM	(N44)
4eh7	3.28	IC50=520uM	(0OO)
4fl1	3.28	Kd=520uM	(ANP)
4yv0	3.28	IC50=530uM	(4JW)
5moe	3.28	Kd=520uM	(OQC)
5odu	3.28	IC50=0.52mM	(AMG)
5yf1	3.28	Kd=0.52mM	(8V0)
5z4o	3.28	IC50=0.53mM	(HX8)
1ax1	3.29	Kd=0.515mM	(GLC-GAL)
4f20	3.29	Kd=0.5083mM	(13-mer)
5duw	3.29	Kd=510uM	(5GO)
1d7j	3.30	Kd=500uM	(BUQ)
1k9r	3.30	Kd=500uM	(6-mer)
1lt6	3.30	IC50=0.5mM	(GAA)
1o4e	3.30	IC50=0.5mM	(299)
1phw	3.30	Ki=0.5mM	(__N)
1tpw	3.30	Ki=0.5mM	(PGH)
1zd2	3.30	IC50>500uM	(NC3)
1zd3	3.30	IC50>500uM	(NC4)
2aq7	3.30	IC50=500uM	(TL5)
2aqb	3.30	IC50=500uM	(TL6)
2hd1	3.30	IC50=500uM	(IBM)
2uxx	3.30	Ki=500uM	(FAJ)
2vw2	3.30	Ki=0.5mM	(NHE)
2w0s	3.30	Kd=0.5mM	(BVP)
2xml	3.30	IC50=500uM	(OGA)
3aaq	3.30	Ki=0.5mM	(ARU)
3avg	3.30	IC50>500uM	(8-mer)
3avh	3.30	IC50>500uM	(8-mer)
3avi	3.30	IC50>500uM	(8-mer)
3avj	3.30	IC50>500uM	(8-mer)
3avk	3.30	IC50>500uM	(8-mer)
3avm	3.30	IC50>500uM	(8-mer)
3avn	3.30	IC50>500uM	(8-mer)
3ch9	3.30	IC50=500uM	(XRG)
3gv6	3.30	Kd>500uM	(15-mer)
3h2c	3.30	IC50=500uM	(B58)
3hcm	3.30	Kd=0.5mM	(S45)
3i90	3.30	Kd>500uM	(11-mer)
3i91	3.30	Kd>500uM	(8-mer)
3l7g	3.30	Ki=0.5mM	(M44)
3n1v	3.30	IC50=500uM	(3N1)
3n1w	3.30	IC50>500uM	(3N2)
3n3l	3.30	IC50>500uM	(MS0)
3n45	3.30	IC50>500uM	(3N3)
4b6f	3.30	IC50~500uM	(20L)
4ddh	3.30	Kd=0.5mM	(MS0)
4gj8	3.30	Kd>500uM	(0LU/0LW)
4gj9	3.30	Kd>500uM	(0M2)
4j58	3.30	IC50>500uM	(53Z)
4jss	3.30	Ki=500uM	(BEW)
4mrw	3.30	Ki=500uM	(MRW)
4msa	3.30	Ki=500uM	(2ZM)
4np3	3.30	Kd=0.5mM	(2L2)
4ojq	3.30	IC50=500uM	(2SX)
4oue	3.30	Ki>500uM	(IPT)
4tz8	3.30	Kd=500uM	(39U)
4u6e	3.30	Ki>500uM	(Q02)
4ucr	3.30	IC50>500uM	(JCF)
4x13	3.30	Kd=0.5mM	(5-mer)
5ejw	3.30	Kd=500uM	(5PZ)
5g45	3.30	Kd=500uM	(A7W)
5ggp	3.30	Kd=0.5mM	(12-mer)
5l96	3.30	IC50>500uM	(6RZ)
5mgg	3.30	Kd>500uM	(7MU)
5mgl	3.30	Kd>500uM	(7MU)
5mgm	3.30	Kd>500uM	(7MZ)
5mt0	3.30	Kd~500uM	(QJS)
5mt4	3.30	Kd~500uM	(M7O)
5oul	3.30	Kd>500uM	(AWE)
5v19	3.30	IC50=500uM	(8V4)
5vdo	3.30	Kd>500uM	(1YC)
5vdr	3.30	Kd>500uM	(9B7)
5vds	3.30	Kd>500uM	(9BJ)
6bsx	3.30	IC50>500uM	(E7S)
1i2s	3.31	Ki=490uM	(CIT)
1pzp	3.31	Ki=490uM	(FTA)
3msc	3.31	IC50=484.2uM	(24S)
4kc2	3.31	IC50=493uM	(WS2)
5c7a	3.31	IC50=495uM	(4YE)
5fe7	3.31	Kd=488uM	(5WU)
5l98	3.31	IC50=490uM	(6RY)
5os1	3.31	Kd=494uM	(A7H)
1pzo	3.32	Ki=480uM	(CBT)
2wk6	3.32	Ki=0.48mM	(IUR)
4a4e	3.32	Kd=0.476mM	(2MR)
4cjp	3.32	Kd=481uM	(4D2)
4i7j	3.32	Kd=480uM	(BNZ)
5l99	3.32	IC50=481uM	(6S0)
5tg4	3.32	Ki=475uM	(JW1)
6dlx	3.32	Kd~480uM	(GXY)
188l	3.33	Kd=470uM	(OXE)
1jlr	3.33	Kd=465uM	(GTP)
2a3b	3.33	IC50=469uM	(CFF)
2pnc	3.33	Ki=466uM	(CLU)
4ab9	3.33	Kd=466uM	(VXQ)
4b0b	3.33	Kd=0.47mM	(54F)
4b5t	3.33	Kd=0.47mM	(2KT)
4b5w	3.33	Kd=0.47mM	(PYR)
4k2y	3.33	IC50=470uM	(ES2)
4pd9	3.33	Kd=470uM	(ADN)
6mv3	3.33	Kd=470uM	(WW7)
2xoi	3.34	Ki=0.46mM	(SFB)
3f33	3.34	Kd=0.46mM	(PFL)
3ry8	3.34	Kd=460uM	(FLC)
4b32	3.34	Kd=0.46mM	(03V)
4bt4	3.34	Ki=0.46mM	(QFH)
4cp5	3.34	Kd=452uM	(EOI)
4gwk	3.34	Kd=460uM	(3PG)
4yuy	3.34	IC50=460uM	(1SQ)
5ehi	3.34	IC50=452uM	(5O3)
2qcm	3.35	IC50=450uM	(JW5)
3c2o	3.35	Kd=0.45mM	(NTM)
3pwk	3.35	Ki=0.45mM	(L14)
3zxe	3.35	Kd=450uM	(PGZ)
4gnf	3.35	Kd=450uM	(15-mer)
4joh	3.35	Ki=450uM	(10-mer)
4lkq	3.35	Ki=450uM	(1XM)
4u7o	3.35	Kd=450uM	(AN2)
4ucu	3.35	IC50=447uM	(8HC)
4wet	3.35	Kd=444uM	(WEF)
5wxp	3.35	Ki=443uM	(4-mer)
1ahy	3.36	Kd=440uM	(MAE)
2ha7	3.36	Kd=440uM	(BCH)
2pvv	3.36	IC50=438uM	(OSE)
2vc7	3.36	Ki=432.7uM	(HT5)
3av9	3.36	IC50=435uM	(8-mer)
3zzh	3.36	IC50=0.44mM	(ARG)
4cj4	3.36	Kd=432uM	(S3G)
4wyp	3.36	Kd=440uM	(AMP)
5orz	3.36	Kd=432uM	(A6W)
6gxw	3.36	IC50=440uM	(FGN)
187l	3.37	Kd=422uM	(PXY)
1tnh	3.37	Ki=0.43mM	(FBA)
1v2u	3.37	Ki=427uM	(BEN)
1v2v	3.37	Ki=427uM	(BEN)
2c6g	3.37	IC50=428uM	(GLU)
2n8t	3.37	Kd=0.43mM	(14-mer)
3d8z	3.37	Ki=423uM	(TXS)
3n35	3.37	Kd=431uM	(A2G)
4b33	3.37	Kd=0.43mM	(1NP)
4mrd	3.37	Kd=428uM	(NAG-BDP)
1z34	3.38	IC50=0.42mM	(2FD)
2fzg	3.38	Ki=420uM	(EOB)
3a73	3.38	Kd=420uM	(PJ2)
3tay	3.38	Kd=0.42mM	(MN0)
3w07	3.38	Kd=0.42mM	(U5P)
4qll	3.38	Ki=0.42mM	(CTT)
5l8o	3.38	Kd=415uM	(CHD)
1toj	3.39	Kd=0.41mM	(HCI)
2j9h	3.39	Ki=410uM	(GTX)
3mrx	3.39	IC50=406.5uM	(17S)
4ipn	3.39	Kd=408.7uM	(1FT)
4lhm	3.39	Ki=0.41mM	(AZZ)
4ms0	3.39	Ki=410uM	(2ZX)
5jzb	3.39	IC50=0.41mM	(6OT)
5lsh	3.39	Kd=0.41mM	(KTS)
5mxk	3.39	IC50=410uM	(ZHA)
5os5	3.39	Kd=410uM	(A8K)
1bxr	3.40	Ki=0.4mM	(ANP)
1f8d	3.40	Ki=400uM	(9AM)
1hxk	3.40	IC50=400uM	(DMJ)
1ikt	3.40	Kd=400uM	(OXN)
1il9	3.40	IC50=0.40mM	(MOG)
1jt1	3.40	Ki=400uM	(MCO)
1l83	3.40	Kd=0.40mM	(BNZ)
1m83	3.40	Kd=0.4mM	(ATP)
1uz4	3.40	Ki=400uM	(IFL)
1way	3.40	IC50=400uM	(L02)
220l	3.40	Kd=0.4mM	(BNZ)
223l	3.40	Kd=0.4mM	(BNZ)
2jbu	3.40	IC50=400uM	(12-mer)
2jqk	3.40	Kd=402uM	(19-mer)
2q8i	3.40	IC50=400uM	(RDC)
2qcd	3.40	IC50=400uM	(U5P)
2rnx	3.40	Kd=402uM	(13-mer)
3d8y	3.40	Ki=396uM	(T3S)
3jzh	3.40	Kd=400uM	(5-mer)
3k26	3.40	Kd=400uM	(12-mer)
4abe	3.40	Kd=400uM	(913)
5afl	3.40	IC50=398uM	(FHV)
5o4t	3.40	IC50>400uM	(9KT)
5qaw	3.40	Kd=400uM	(TVC)
5qaz	3.40	Kd=400uM	(Q2S)
5uah	3.40	IC50=398uM	(RFP)
6fg6	3.40	Kd>400uM	(D8Q)
2v2c	3.41	Ki=0.39mM	(PGA)
3nba	3.41	Ki=388uM	(APC)
4yas	3.41	Ki=0.39mM	(CLX)
6ce8	3.41	IC50=390uM	(EYV)
1hyz	3.42	IC50=380uM	(TTO)
2qtn	3.42	Kd=382uM	(NCN)
2sim	3.42	Ki=0.38mM	(DAN)
2w08	3.42	Kd=380uM	(TPO)
3iob	3.42	Kd=380uM	(A4D)
3kqp	3.42	Kd=380uM	(ES5)
3muk	3.42	Kd=380uM	(8-mer)
3px9	3.42	IC50=380uM	(JP3)
4c71	3.42	Ki=384.0uM	(7RD)
4d8a	3.42	IC50=376uM	(0HY)
4llj	3.42	Ki=380uM	(1XN)
4mi9	3.42	Ki=376.87uM	(26W)
4n8q	3.42	Ki=380uM	(FA0)
5i38	3.42	Kd=377uM	(KOJ)
5yij	3.42	Kd=381uM	(NAI)
1kti	3.43	Ki=370uM	(AZC)
1ywi	3.43	Kd=371uM	(10-mer)
2c57	3.43	Ki=370uM	(FA1)
2wig	3.43	Kd=370uM	(TC3)
2xog	3.43	Ki=0.37mM	(SFB)
3axz	3.43	Kd=372uM	(ADN)
3ms7	3.43	IC50=370uM	(22S)
4k67	3.43	Kd=372uM	(3-mer)
4kw6	3.43	IC50=374uM	(QDO)
5aqv	3.43	Kd=0.37mM	(KC7)
5ehg	3.43	IC50=369uM	(5O0)
5osl	3.43	Kd=375uM	(A9K)
2xp5	3.44	IC50=360uM	(4FF)
3as2	3.44	IC50=360uM	(POY)
4b4n	3.44	Kd=362uM	(15-mer)
4umc	3.44	Ki=360uM	(PEQ)
5wi0	3.44	IC50=360uM	(AQ1)
6exs	3.44	Ki=362uM	(C3H)
3nik	3.45	Kd=358.8uM	(4-mer)
4c6z	3.45	Ki=357.0uM	(TLE)
5ory	3.45	Kd=357uM	(AY4)
1moq	3.46	Ki=0.35mM	(GLP)
